구역,동,평형,층,조망각도,조망률,구간
2구역,114,32,11,39,21.67,21-30%
2구역,114,32,12,39,21.67,21-30%
2구역,114,32,13,39,21.67,21-30%
2구역,114,32,14,39,21.67,21-30%
2구역,114,32,15,39,21.67,21-30%
2구역,114,32,16,39,21.67,21-30%
2구역,114,32,17,39,21.67,21-30%
2구역,114,32,18,41,22.78,21-30%
2구역,114,32,19,41,22.78,21-30%
2구역,114,32,20,41,22.78,21-30%
2구역,114,32,21,47,26.11,21-30%
2구역,114,32,22,47,26.11,21-30%
2구역,114,32,23,47,26.11,21-30%
2구역,114,32,24,47,26.11,21-30%
2구역,114,25,1,31,17.22,10-20%
2구역,114,25,2,31,17.22,10-20%
2구역,114,25,3,31,17.22,10-20%
2구역,114,25,4,31,17.22,10-20%
2구역,114,25,5,31,17.22,10-20%
2구역,114,25,6,31,17.22,10-20%
2구역,114,25,7,31,17.22,10-20%
2구역,114,25,8,31,17.22,10-20%
2구역,114,25,9,31,17.22,10-20%
2구역,114,25,10,31,17.22,10-20%
2구역,114,25,11,31,17.22,10-20%
2구역,114,25,12,31,17.22,10-20%
2구역,114,25,13,31,17.22,10-20%
2구역,114,25,14,31,17.22,10-20%
2구역,114,25,15,31,17.22,10-20%
2구역,114,25,16,31,17.22,10-20%
2구역,114,25,17,31,17.22,10-20%
2구역,114,25,18,31,17.22,10-20%
2구역,114,25,19,31,17.22,10-20%
2구역,114,25,20,31,17.22,10-20%
2구역,114,25,21,33,18.33,10-20%
2구역,114,25,22,33,18.33,10-20%
2구역,114,25,23,33,18.33,10-20%
2구역,114,25,24,33,18.33,10-20%
2구역,114,25,25,33,18.33,10-20%
2구역,114,25,26,33,18.33,10-20%
2구역,114,25,27,33,18.33,10-20%
2구역,114,25,28,33,18.33,10-20%
2구역,114,25,29,33,18.33,10-20%
2구역,114,25,30,33,18.33,10-20%
2구역,114,25,31,33,18.33,10-20%
2구역,114,25,32,33,18.33,10-20%
2구역,114,25,33,33,18.33,10-20%
2구역,114,25,1,30,16.67,10-20%
2구역,114,25,2,30,16.67,10-20%
2구역,114,25,3,30,16.67,10-20%
2구역,114,25,4,30,16.67,10-20%
2구역,114,25,5,30,16.67,10-20%
2구역,114,25,6,30,16.67,10-20%
2구역,114,25,7,30,16.67,10-20%
2구역,114,25,8,30,16.67,10-20%
2구역,114,25,9,30,16.67,10-20%
2구역,114,25,10,30,16.67,10-20%
2구역,114,25,11,30,16.67,10-20%
2구역,114,25,12,30,16.67,10-20%
2구역,114,25,13,30,16.67,10-20%
2구역,114,25,14,30,16.67,10-20%
2구역,114,25,15,30,16.67,10-20%
2구역,114,25,16,30,16.67,10-20%
2구역,114,25,17,30,16.67,10-20%
2구역,114,25,18,30,16.67,10-20%
2구역,114,25,19,30,16.67,10-20%
2구역,114,25,20,30,16.67,10-20%
2구역,114,25,21,32,17.78,10-20%
2구역,114,25,22,32,17.78,10-20%
2구역,114,25,23,32,17.78,10-20%
2구역,114,25,24,32,17.78,10-20%
2구역,114,25,25,32,17.78,10-20%
2구역,114,25,26,32,17.78,10-20%
2구역,114,25,27,32,17.78,10-20%
2구역,114,25,28,32,17.78,10-20%
2구역,114,25,29,32,17.78,10-20%
2구역,114,25,30,32,17.78,10-20%
2구역,114,25,31,32,17.78,10-20%
2구역,114,25,32,32,17.78,10-20%
2구역,114,25,33,33,18.33,10-20%
3구역,102,58,1,152,84.44,81-90%
3구역,102,58,2,152,84.44,81-90%
3구역,102,58,3,152,84.44,81-90%
3구역,102,58,4,152,84.44,81-90%
3구역,102,58,5,152,84.44,81-90%
3구역,102,58,6,152,84.44,81-90%
3구역,102,58,7,152,84.44,81-90%
3구역,102,58,8,152,84.44,81-90%
3구역,102,58,9,152,84.44,81-90%
3구역,102,58,10,152,84.44,81-90%
3구역,102,58,11,152,84.44,81-90%
3구역,102,58,12,152,84.44,81-90%
3구역,102,58,13,152,84.44,81-90%
3구역,102,58,14,152,84.44,81-90%
3구역,102,58,15,152,84.44,81-90%
3구역,102,58,16,152,84.44,81-90%
3구역,102,58,17,152,84.44,81-90%
3구역,102,58,18,152,84.44,81-90%
3구역,102,58,19,152,84.44,81-90%
3구역,101,58,1,73,40.56,41-50%
3구역,101,58,2,73,40.56,41-50%
3구역,101,58,3,73,40.56,41-50%
3구역,101,58,4,73,40.56,41-50%
3구역,101,58,5,73,40.56,41-50%
3구역,101,58,6,73,40.56,41-50%
3구역,101,58,7,73,40.56,41-50%
3구역,101,58,8,73,40.56,41-50%
3구역,101,58,9,73,40.56,41-50%
3구역,101,58,10,73,40.56,41-50%
3구역,101,58,11,73,40.56,41-50%
3구역,101,58,12,73,40.56,41-50%
3구역,101,58,13,73,40.56,41-50%
3구역,101,58,14,73,40.56,41-50%
3구역,101,58,15,73,40.56,41-50%
3구역,101,58,16,73,40.56,41-50%
3구역,101,58,17,73,40.56,41-50%
3구역,101,58,18,73,40.56,41-50%
3구역,101,58,19,73,40.56,41-50%
3구역,101,58,1,73,40.56,41-50%
3구역,101,58,2,73,40.56,41-50%
3구역,101,58,3,73,40.56,41-50%
3구역,101,58,4,73,40.56,41-50%
3구역,101,58,5,73,40.56,41-50%
3구역,101,58,6,73,40.56,41-50%
3구역,101,58,7,73,40.56,41-50%
3구역,101,58,8,73,40.56,41-50%
3구역,101,58,9,73,40.56,41-50%
3구역,101,58,10,73,40.56,41-50%
3구역,101,58,11,73,40.56,41-50%
3구역,101,58,12,73,40.56,41-50%
3구역,101,58,13,73,40.56,41-50%
3구역,101,58,14,73,40.56,41-50%
3구역,101,58,15,73,40.56,41-50%
3구역,101,58,16,73,40.56,41-50%
3구역,101,58,17,73,40.56,41-50%
3구역,101,58,18,73,40.56,41-50%
3구역,101,58,19,73,40.56,41-50%
3구역,101,58,1,116,64.44,61-70%
3구역,101,58,2,116,64.44,61-70%
3구역,101,58,3,116,64.44,61-70%
3구역,101,58,4,116,64.44,61-70%
3구역,101,58,5,116,64.44,61-70%
3구역,101,58,6,116,64.44,61-70%
3구역,101,58,7,116,64.44,61-70%
3구역,101,58,8,116,64.44,61-70%
3구역,101,58,9,116,64.44,61-70%
3구역,101,58,10,116,64.44,61-70%
3구역,101,58,11,116,64.44,61-70%
3구역,101,58,12,116,64.44,61-70%
3구역,101,58,13,116,64.44,61-70%
3구역,101,58,14,116,64.44,61-70%
3구역,101,58,15,116,64.44,61-70%
3구역,101,58,16,116,64.44,61-70%
3구역,101,58,17,116,64.44,61-70%
3구역,101,58,18,116,64.44,61-70%
3구역,101,58,19,116,64.44,61-70%
3구역,101,58,1,83,46.11,41-50%
3구역,101,58,2,83,46.11,41-50%
3구역,101,58,3,83,46.11,41-50%
3구역,101,58,4,83,46.11,41-50%
3구역,101,58,5,83,46.11,41-50%
3구역,101,58,6,83,46.11,41-50%
3구역,101,58,7,83,46.11,41-50%
3구역,101,58,8,83,46.11,41-50%
3구역,101,58,9,83,46.11,41-50%
3구역,101,58,10,83,46.11,41-50%
3구역,101,58,11,83,46.11,41-50%
3구역,101,58,12,83,46.11,41-50%
3구역,101,58,13,83,46.11,41-50%
3구역,101,58,14,83,46.11,41-50%
3구역,101,58,15,83,46.11,41-50%
3구역,101,58,16,83,46.11,41-50%
3구역,101,58,17,83,46.11,41-50%
3구역,101,58,18,83,46.11,41-50%
3구역,101,58,19,83,46.11,41-50%
3구역,101,27,1,13,7.22,10% 이하
3구역,101,27,2,13,7.22,10% 이하
3구역,101,27,3,13,7.22,10% 이하
3구역,101,27,4,13,7.22,10% 이하
3구역,101,27,5,13,7.22,10% 이하
3구역,101,27,6,13,7.22,10% 이하
3구역,101,27,7,13,7.22,10% 이하
3구역,101,27,8,13,7.22,10% 이하
3구역,101,27,9,13,7.22,10% 이하
3구역,101,27,10,13,7.22,10% 이하
3구역,101,27,11,13,7.22,10% 이하
3구역,101,27,12,13,7.22,10% 이하
3구역,101,27,13,13,7.22,10% 이하
3구역,101,27,14,13,7.22,10% 이하
3구역,101,27,15,13,7.22,10% 이하
3구역,101,27,16,13,7.22,10% 이하
3구역,101,27,17,13,7.22,10% 이하
3구역,101,27,18,13,7.22,10% 이하
3구역,101,27,19,13,7.22,10% 이하
3구역,101,27,20,13,7.22,10% 이하
3구역,102,58,1,126,70,61-70%
3구역,102,58,2,126,70,61-70%
3구역,102,58,3,126,70,61-70%
3구역,102,58,4,126,70,61-70%
3구역,102,58,5,126,70,61-70%
3구역,102,58,6,126,70,61-70%
3구역,102,58,7,126,70,61-70%
3구역,102,58,8,126,70,61-70%
3구역,102,58,9,126,70,61-70%
3구역,102,58,10,126,70,61-70%
3구역,102,58,11,126,70,61-70%
3구역,102,58,12,126,70,61-70%
3구역,102,58,13,126,70,61-70%
3구역,102,58,14,126,70,61-70%
3구역,102,58,15,126,70,61-70%
3구역,102,58,16,126,70,61-70%
3구역,102,58,17,126,70,61-70%
3구역,102,58,18,126,70,61-70%
3구역,102,58,19,126,70,61-70%
3구역,103,82,1,126,70,61-70%
3구역,103,82,2,126,70,61-70%
3구역,103,82,3,126,70,61-70%
3구역,103,82,4,126,70,61-70%
3구역,103,82,5,126,70,61-70%
3구역,103,82,6,126,70,61-70%
3구역,103,82,7,126,70,61-70%
3구역,103,82,8,126,70,61-70%
3구역,103,82,9,126,70,61-70%
3구역,103,82,10,126,70,61-70%
3구역,103,82,11,126,70,61-70%
3구역,103,82,12,126,70,61-70%
3구역,103,82,13,126,70,61-70%
3구역,103,82,14,126,70,61-70%
3구역,103,82,15,126,70,61-70%
3구역,103,82,16,126,70,61-70%
3구역,103,82,17,126,70,61-70%
3구역,103,82,18,126,70,61-70%
3구역,103,82,19,126,70,61-70%
3구역,103,82,1,178,98.89,91-100%
3구역,103,82,2,178,98.89,91-100%
3구역,103,82,3,178,98.89,91-100%
3구역,103,82,4,178,98.89,91-100%
3구역,103,82,5,178,98.89,91-100%
3구역,103,82,6,178,98.89,91-100%
3구역,103,82,7,178,98.89,91-100%
3구역,103,82,8,178,98.89,91-100%
3구역,103,82,9,178,98.89,91-100%
3구역,103,82,10,178,98.89,91-100%
3구역,103,82,11,178,98.89,91-100%
3구역,103,82,12,178,98.89,91-100%
3구역,103,82,13,178,98.89,91-100%
3구역,103,82,14,178,98.89,91-100%
3구역,103,82,15,178,98.89,91-100%
3구역,103,82,16,178,98.89,91-100%
3구역,103,82,17,178,98.89,91-100%
3구역,103,82,18,178,98.89,91-100%
3구역,103,82,19,178,98.89,91-100%
3구역,104,103,1,138,76.67,71-80%
3구역,104,103,2,138,76.67,71-80%
3구역,104,103,3,138,76.67,71-80%
3구역,104,103,4,138,76.67,71-80%
3구역,104,103,5,138,76.67,71-80%
3구역,104,103,6,138,76.67,71-80%
3구역,104,103,7,138,76.67,71-80%
3구역,104,103,8,138,76.67,71-80%
3구역,104,103,9,138,76.67,71-80%
3구역,104,103,10,138,76.67,71-80%
3구역,104,103,11,138,76.67,71-80%
3구역,104,103,12,138,76.67,71-80%
3구역,104,103,13,138,76.67,71-80%
3구역,104,103,14,138,76.67,71-80%
3구역,104,103,15,138,76.67,71-80%
3구역,104,103,16,138,76.67,71-80%
3구역,104,103,17,138,76.67,71-80%
3구역,104,103,18,138,76.67,71-80%
3구역,104,103,19,138,76.67,71-80%
3구역,104,103,1,191,106.11,100% 이상
3구역,104,103,2,191,106.11,100% 이상
3구역,104,103,3,191,106.11,100% 이상
3구역,104,103,4,191,106.11,100% 이상
3구역,104,103,5,191,106.11,100% 이상
3구역,104,103,6,191,106.11,100% 이상
3구역,104,103,7,191,106.11,100% 이상
3구역,104,103,8,191,106.11,100% 이상
3구역,104,103,9,191,106.11,100% 이상
3구역,104,103,10,191,106.11,100% 이상
3구역,104,103,11,191,106.11,100% 이상
3구역,104,103,12,191,106.11,100% 이상
3구역,104,103,13,191,106.11,100% 이상
3구역,104,103,14,191,106.11,100% 이상
3구역,104,103,15,191,106.11,100% 이상
3구역,104,103,16,191,106.11,100% 이상
3구역,104,103,17,191,106.11,100% 이상
3구역,104,103,18,191,106.11,100% 이상
3구역,104,103,19,191,106.11,100% 이상
3구역,105,91,1,125,69.44,61-70%
3구역,105,91,2,125,69.44,61-70%
3구역,105,91,3,125,69.44,61-70%
3구역,105,91,4,125,69.44,61-70%
3구역,105,91,5,125,69.44,61-70%
3구역,105,91,6,125,69.44,61-70%
3구역,105,91,7,125,69.44,61-70%
3구역,105,91,8,125,69.44,61-70%
3구역,105,91,9,125,69.44,61-70%
3구역,105,91,10,125,69.44,61-70%
3구역,105,91,11,125,69.44,61-70%
3구역,105,91,12,125,69.44,61-70%
3구역,105,91,13,125,69.44,61-70%
3구역,105,91,14,125,69.44,61-70%
3구역,105,91,15,125,69.44,61-70%
3구역,105,91,16,125,69.44,61-70%
3구역,105,91,17,125,69.44,61-70%
3구역,105,91,18,125,69.44,61-70%
3구역,105,91,19,125,69.44,61-70%
3구역,105,91,1,162,90,81-90%
3구역,105,91,2,162,90,81-90%
3구역,105,91,3,162,90,81-90%
3구역,105,91,4,162,90,81-90%
3구역,105,91,5,162,90,81-90%
3구역,105,91,6,162,90,81-90%
3구역,105,91,7,162,90,81-90%
3구역,105,91,8,162,90,81-90%
3구역,105,91,9,162,90,81-90%
3구역,105,91,10,162,90,81-90%
3구역,105,91,11,162,90,81-90%
3구역,105,91,12,162,90,81-90%
3구역,105,91,13,162,90,81-90%
3구역,105,91,14,162,90,81-90%
3구역,105,91,15,162,90,81-90%
3구역,105,91,16,162,90,81-90%
3구역,105,91,17,162,90,81-90%
3구역,105,91,18,162,90,81-90%
3구역,105,91,19,162,90,81-90%
3구역,107,71,1,113,62.78,61-70%
3구역,107,71,2,113,62.78,61-70%
3구역,107,71,3,113,62.78,61-70%
3구역,107,71,4,113,62.78,61-70%
3구역,107,71,5,113,62.78,61-70%
3구역,107,71,6,113,62.78,61-70%
3구역,107,71,7,113,62.78,61-70%
3구역,107,71,8,113,62.78,61-70%
3구역,107,71,9,113,62.78,61-70%
3구역,107,71,10,113,62.78,61-70%
3구역,107,71,11,113,62.78,61-70%
3구역,107,71,12,113,62.78,61-70%
3구역,107,71,13,113,62.78,61-70%
3구역,107,71,14,113,62.78,61-70%
3구역,107,71,15,113,62.78,61-70%
3구역,107,71,16,113,62.78,61-70%
3구역,107,71,17,113,62.78,61-70%
3구역,107,71,18,116,64.44,61-70%
3구역,107,71,19,116,64.44,61-70%
3구역,107,71,1,142,78.89,71-80%
3구역,107,71,2,142,78.89,71-80%
3구역,107,71,3,142,78.89,71-80%
3구역,107,71,4,142,78.89,71-80%
3구역,107,71,5,142,78.89,71-80%
3구역,107,71,6,142,78.89,71-80%
3구역,107,71,7,142,78.89,71-80%
3구역,107,71,8,142,78.89,71-80%
3구역,107,71,9,142,78.89,71-80%
3구역,107,71,10,142,78.89,71-80%
3구역,107,71,11,142,78.89,71-80%
3구역,107,71,12,142,78.89,71-80%
3구역,107,71,13,142,78.89,71-80%
3구역,107,71,14,142,78.89,71-80%
3구역,107,71,15,142,78.89,71-80%
3구역,107,71,16,142,78.89,71-80%
3구역,107,71,17,142,78.89,71-80%
3구역,107,71,18,144,80,71-80%
3구역,107,71,19,144,80,71-80%
3구역,108,71,1,94,52.22,51-60%
3구역,108,71,2,94,52.22,51-60%
3구역,108,71,3,94,52.22,51-60%
3구역,108,71,4,94,52.22,51-60%
3구역,108,71,5,94,52.22,51-60%
3구역,108,71,6,94,52.22,51-60%
3구역,108,71,7,94,52.22,51-60%
3구역,108,71,8,94,52.22,51-60%
3구역,108,71,9,94,52.22,51-60%
3구역,108,71,10,94,52.22,51-60%
3구역,108,71,11,94,52.22,51-60%
3구역,108,71,12,94,52.22,51-60%
3구역,108,71,13,94,52.22,51-60%
3구역,108,71,14,94,52.22,51-60%
3구역,108,71,15,94,52.22,51-60%
3구역,108,71,16,94,52.22,51-60%
3구역,108,71,17,94,52.22,51-60%
3구역,108,71,18,105,58.33,51-60%
3구역,108,71,19,105,58.33,51-60%
3구역,108,71,1,156,86.67,81-90%
3구역,108,71,2,156,86.67,81-90%
3구역,108,71,3,156,86.67,81-90%
3구역,108,71,4,156,86.67,81-90%
3구역,108,71,5,156,86.67,81-90%
3구역,108,71,6,156,86.67,81-90%
3구역,108,71,7,156,86.67,81-90%
3구역,108,71,8,156,86.67,81-90%
3구역,108,71,9,156,86.67,81-90%
3구역,108,71,10,156,86.67,81-90%
3구역,108,71,11,156,86.67,81-90%
3구역,108,71,12,156,86.67,81-90%
3구역,108,71,13,156,86.67,81-90%
3구역,108,71,14,156,86.67,81-90%
3구역,108,71,15,156,86.67,81-90%
3구역,108,71,16,156,86.67,81-90%
3구역,108,71,17,156,86.67,81-90%
3구역,108,71,18,165,91.67,91-100%
3구역,108,71,19,165,91.67,91-100%
3구역,108,67,1,84,46.67,41-50%
3구역,108,67,2,84,46.67,41-50%
3구역,108,67,3,84,46.67,41-50%
3구역,108,67,4,84,46.67,41-50%
3구역,108,67,5,84,46.67,41-50%
3구역,108,67,6,84,46.67,41-50%
3구역,108,67,7,84,46.67,41-50%
3구역,108,67,8,84,46.67,41-50%
3구역,108,67,9,84,46.67,41-50%
3구역,108,67,10,84,46.67,41-50%
3구역,108,67,11,84,46.67,41-50%
3구역,108,67,12,84,46.67,41-50%
3구역,108,67,13,84,46.67,41-50%
3구역,108,67,14,84,46.67,41-50%
3구역,108,67,15,84,46.67,41-50%
3구역,108,67,16,84,46.67,41-50%
3구역,108,67,17,84,46.67,41-50%
3구역,108,67,18,84,46.67,41-50%
3구역,108,67,19,84,46.67,41-50%
3구역,112,103,1,85,47.22,41-50%
3구역,112,103,2,85,47.22,41-50%
3구역,112,103,3,85,47.22,41-50%
3구역,112,103,4,85,47.22,41-50%
3구역,112,103,5,85,47.22,41-50%
3구역,112,103,6,85,47.22,41-50%
3구역,112,103,7,85,47.22,41-50%
3구역,112,103,8,85,47.22,41-50%
3구역,112,103,9,85,47.22,41-50%
3구역,112,103,10,85,47.22,41-50%
3구역,112,103,11,85,47.22,41-50%
3구역,112,103,12,85,47.22,41-50%
3구역,112,103,13,85,47.22,41-50%
3구역,112,103,14,85,47.22,41-50%
3구역,112,103,15,85,47.22,41-50%
3구역,112,103,16,85,47.22,41-50%
3구역,112,103,17,85,47.22,41-50%
3구역,112,103,18,85,47.22,41-50%
3구역,112,103,19,85,47.22,41-50%
3구역,112,103,20,85,47.22,41-50%
3구역,112,103,21,125,69.44,61-70%
3구역,112,103,22,125,69.44,61-70%
3구역,112,103,23,125,69.44,61-70%
3구역,112,103,24,125,69.44,61-70%
3구역,112,103,25,125,69.44,61-70%
3구역,112,103,26,125,69.44,61-70%
3구역,112,103,27,125,69.44,61-70%
3구역,112,103,28,125,69.44,61-70%
3구역,112,103,29,125,69.44,61-70%
3구역,112,103,30,125,69.44,61-70%
3구역,112,103,31,125,69.44,61-70%
3구역,112,103,32,125,69.44,61-70%
3구역,112,103,33,125,69.44,61-70%
3구역,112,103,34,125,69.44,61-70%
3구역,112,103,35,125,69.44,61-70%
3구역,112,103,36,125,69.44,61-70%
3구역,112,103,37,125,69.44,61-70%
3구역,112,103,38,125,69.44,61-70%
3구역,112,103,39,125,69.44,61-70%
3구역,112,103,40,125,69.44,61-70%
3구역,112,103,41,125,69.44,61-70%
3구역,112,103,42,125,69.44,61-70%
3구역,112,103,43,125,69.44,61-70%
3구역,112,103,44,125,69.44,61-70%
3구역,112,91,1,108,60,51-60%
3구역,112,91,2,108,60,51-60%
3구역,112,91,3,108,60,51-60%
3구역,112,91,4,108,60,51-60%
3구역,112,91,5,108,60,51-60%
3구역,112,91,6,108,60,51-60%
3구역,112,91,7,108,60,51-60%
3구역,112,91,8,108,60,51-60%
3구역,112,91,9,108,60,51-60%
3구역,112,91,10,108,60,51-60%
3구역,112,91,11,108,60,51-60%
3구역,112,91,12,108,60,51-60%
3구역,112,91,13,108,60,51-60%
3구역,112,91,14,108,60,51-60%
3구역,112,91,15,108,60,51-60%
3구역,112,91,16,108,60,51-60%
3구역,112,91,17,108,60,51-60%
3구역,112,91,18,108,60,51-60%
3구역,112,91,19,108,60,51-60%
3구역,112,91,20,108,60,51-60%
3구역,112,91,21,187,103.89,100% 이상
3구역,112,91,22,187,103.89,100% 이상
3구역,112,91,23,187,103.89,100% 이상
3구역,112,91,24,187,103.89,100% 이상
3구역,112,91,25,187,103.89,100% 이상
3구역,112,91,26,187,103.89,100% 이상
3구역,112,91,27,187,103.89,100% 이상
3구역,112,91,28,187,103.89,100% 이상
3구역,112,91,29,187,103.89,100% 이상
3구역,112,91,30,187,103.89,100% 이상
3구역,112,91,31,187,103.89,100% 이상
3구역,112,91,32,187,103.89,100% 이상
3구역,112,91,33,187,103.89,100% 이상
3구역,112,91,34,187,103.89,100% 이상
3구역,112,91,35,187,103.89,100% 이상
3구역,112,91,36,187,103.89,100% 이상
3구역,112,91,37,187,103.89,100% 이상
3구역,112,91,38,187,103.89,100% 이상
3구역,112,91,39,187,103.89,100% 이상
3구역,112,91,40,187,103.89,100% 이상
3구역,112,91,41,187,103.89,100% 이상
3구역,112,91,42,187,103.89,100% 이상
3구역,112,91,43,187,103.89,100% 이상
3구역,112,91,44,187,103.89,100% 이상
3구역,112,91,1,63,35,31-40%
3구역,112,91,2,63,35,31-40%
3구역,112,91,3,63,35,31-40%
3구역,112,91,4,63,35,31-40%
3구역,112,91,5,63,35,31-40%
3구역,112,91,6,63,35,31-40%
3구역,112,91,7,63,35,31-40%
3구역,112,91,8,63,35,31-40%
3구역,112,91,9,63,35,31-40%
3구역,112,91,10,63,35,31-40%
3구역,112,91,11,63,35,31-40%
3구역,112,91,12,63,35,31-40%
3구역,112,91,13,63,35,31-40%
3구역,112,91,14,63,35,31-40%
3구역,112,91,15,63,35,31-40%
3구역,112,91,16,63,35,31-40%
3구역,112,91,17,63,35,31-40%
3구역,112,91,18,63,35,31-40%
3구역,112,91,19,63,35,31-40%
3구역,112,91,20,63,35,31-40%
3구역,112,91,21,120,66.67,61-70%
3구역,112,91,22,120,66.67,61-70%
3구역,112,91,23,120,66.67,61-70%
3구역,112,91,24,120,66.67,61-70%
3구역,112,91,25,120,66.67,61-70%
3구역,112,91,26,120,66.67,61-70%
3구역,112,91,27,120,66.67,61-70%
3구역,112,91,28,120,66.67,61-70%
3구역,112,91,29,120,66.67,61-70%
3구역,112,91,30,120,66.67,61-70%
3구역,112,91,31,120,66.67,61-70%
3구역,112,91,32,120,66.67,61-70%
3구역,112,91,33,120,66.67,61-70%
3구역,112,91,34,120,66.67,61-70%
3구역,112,91,35,120,66.67,61-70%
3구역,112,91,36,120,66.67,61-70%
3구역,112,91,37,120,66.67,61-70%
3구역,112,91,38,120,66.67,61-70%
3구역,112,91,39,120,66.67,61-70%
3구역,112,91,40,120,66.67,61-70%
3구역,112,91,41,120,66.67,61-70%
3구역,112,91,42,120,66.67,61-70%
3구역,112,91,43,120,66.67,61-70%
3구역,112,91,44,120,66.67,61-70%
3구역,112,67,1,23,12.78,10-20%
3구역,112,67,2,23,12.78,10-20%
3구역,112,67,3,23,12.78,10-20%
3구역,112,67,4,23,12.78,10-20%
3구역,112,67,5,23,12.78,10-20%
3구역,112,67,6,23,12.78,10-20%
3구역,112,67,7,23,12.78,10-20%
3구역,112,67,8,23,12.78,10-20%
3구역,112,67,9,23,12.78,10-20%
3구역,112,67,10,23,12.78,10-20%
3구역,112,67,11,23,12.78,10-20%
3구역,112,67,12,23,12.78,10-20%
3구역,112,67,13,23,12.78,10-20%
3구역,112,67,14,23,12.78,10-20%
3구역,112,67,15,23,12.78,10-20%
3구역,112,67,16,23,12.78,10-20%
3구역,112,67,17,23,12.78,10-20%
3구역,112,67,18,23,12.78,10-20%
3구역,112,67,19,23,12.78,10-20%
3구역,112,67,20,23,12.78,10-20%
3구역,112,67,21,40,22.22,21-30%
3구역,112,67,22,40,22.22,21-30%
3구역,112,67,23,40,22.22,21-30%
3구역,112,67,24,40,22.22,21-30%
3구역,112,67,25,40,22.22,21-30%
3구역,112,67,26,40,22.22,21-30%
3구역,112,67,27,40,22.22,21-30%
3구역,112,67,28,40,22.22,21-30%
3구역,112,67,29,40,22.22,21-30%
3구역,112,67,30,40,22.22,21-30%
3구역,112,67,31,40,22.22,21-30%
3구역,112,67,32,40,22.22,21-30%
3구역,112,67,33,40,22.22,21-30%
3구역,112,67,34,40,22.22,21-30%
3구역,112,67,35,40,22.22,21-30%
3구역,112,67,36,40,22.22,21-30%
3구역,112,67,37,40,22.22,21-30%
3구역,112,67,38,40,22.22,21-30%
3구역,112,67,39,40,22.22,21-30%
3구역,112,67,40,40,22.22,21-30%
3구역,112,67,41,40,22.22,21-30%
3구역,112,67,42,40,22.22,21-30%
3구역,112,67,43,40,22.22,21-30%
3구역,112,67,44,40,22.22,21-30%
3구역,112,58,1,11,6.11,10% 이하
3구역,112,58,2,11,6.11,10% 이하
3구역,112,58,3,11,6.11,10% 이하
3구역,112,58,4,11,6.11,10% 이하
3구역,112,58,5,11,6.11,10% 이하
3구역,112,58,6,11,6.11,10% 이하
3구역,112,58,7,11,6.11,10% 이하
3구역,112,58,8,11,6.11,10% 이하
3구역,112,58,9,11,6.11,10% 이하
3구역,112,58,10,11,6.11,10% 이하
3구역,112,58,11,11,6.11,10% 이하
3구역,112,58,12,11,6.11,10% 이하
3구역,112,58,13,11,6.11,10% 이하
3구역,112,58,14,11,6.11,10% 이하
3구역,112,58,15,11,6.11,10% 이하
3구역,112,58,16,11,6.11,10% 이하
3구역,112,58,17,11,6.11,10% 이하
3구역,112,58,18,11,6.11,10% 이하
3구역,112,58,19,11,6.11,10% 이하
3구역,112,58,20,11,6.11,10% 이하
3구역,112,58,21,16,8.89,10% 이하
3구역,112,58,22,16,8.89,10% 이하
3구역,112,58,23,16,8.89,10% 이하
3구역,112,58,24,16,8.89,10% 이하
3구역,112,58,25,16,8.89,10% 이하
3구역,112,58,26,16,8.89,10% 이하
3구역,112,58,27,16,8.89,10% 이하
3구역,112,58,28,16,8.89,10% 이하
3구역,112,58,29,16,8.89,10% 이하
3구역,112,58,30,16,8.89,10% 이하
3구역,112,58,31,16,8.89,10% 이하
3구역,112,58,32,16,8.89,10% 이하
3구역,112,58,33,17,9.44,10% 이하
3구역,112,58,34,17,9.44,10% 이하
3구역,112,58,35,17,9.44,10% 이하
3구역,112,58,36,17,9.44,10% 이하
3구역,112,58,37,17,9.44,10% 이하
3구역,112,58,38,17,9.44,10% 이하
3구역,112,58,39,17,9.44,10% 이하
3구역,112,58,40,17,9.44,10% 이하
3구역,112,58,41,17,9.44,10% 이하
3구역,112,58,42,17,9.44,10% 이하
3구역,112,58,43,17,9.44,10% 이하
3구역,112,58,44,17,9.44,10% 이하
3구역,108,67,1,36,20,10-20%
3구역,108,67,2,36,20,10-20%
3구역,108,67,3,36,20,10-20%
3구역,108,67,4,36,20,10-20%
3구역,108,67,5,36,20,10-20%
3구역,108,67,6,36,20,10-20%
3구역,108,67,7,36,20,10-20%
3구역,108,67,8,36,20,10-20%
3구역,108,67,9,36,20,10-20%
3구역,108,67,10,36,20,10-20%
3구역,108,67,11,36,20,10-20%
3구역,108,67,12,36,20,10-20%
3구역,108,67,13,36,20,10-20%
3구역,108,67,14,36,20,10-20%
3구역,108,67,15,36,20,10-20%
3구역,108,67,16,36,20,10-20%
3구역,108,67,17,36,20,10-20%
3구역,108,67,18,53,29.44,21-30%
3구역,108,67,19,53,29.44,21-30%
3구역,113,71,1,118,65.56,61-70%
3구역,113,71,2,118,65.56,61-70%
3구역,113,71,3,118,65.56,61-70%
3구역,113,71,4,118,65.56,61-70%
3구역,113,71,5,118,65.56,61-70%
3구역,113,71,6,118,65.56,61-70%
3구역,113,71,7,118,65.56,61-70%
3구역,113,71,8,118,65.56,61-70%
3구역,113,71,9,118,65.56,61-70%
